45|EQUIPOS Y SUMINISTROS PARA IMPRESIÓN, FOTOGRAFIA Y AUDIOVISUALES|FALSE
46|EQUIPOS Y SUMINISTROS DE DEFENSA, ORDEN PUBLICO, PROTECCION, VIGILANCIA Y SEGURIDAD|FALSE
47|EQUIPOS DE LIMPIEZA Y SUMINISTROS|FALSE
48|MAQUINARIA, EQUIPO Y SUMINISTROS PARA LA INDUSTRIA DE SERVICIOS|FALSE
49|EQUIPOS, SUMINISTROS Y ACCESORIOS PARA DEPORTES Y RECREACIÓN|FALSE
50|ALIMENTOS, BEBIDAS Y TABACO|FALSE
51|MEDICAMENTOS Y PRODUCTOS FARMACÉUTICOS|FALSE
52|ARTÍCULOS DOMÉSTICOS, SUMINISTROS Y PRODUCTOS ELECTRÓNICOS DE CONSUMO|FALSE
53|ROPA, MALETAS Y PRODUCTOS DE ASEO PERSONAL|FALSE
54|PRODUCTOS PARA RELOJERÍA, JOYERÍA Y PIEDRAS PRECIOSAS|FALSE
55|PUBLICACIONES IMPRESAS, PUBLICACIONES ELECTRÓNICAS Y ACCESORIOS|FALSE
56|MUEBLES, MOBILIARIO Y DECORACIÓN|FALSE
60|INSTRUMENTOS MUSICALES, JUEGOS, JUGUETES, ARTES, ARTESANÍAS Y EQUIPO EDUCATIVO, MATERIALES, ACCESORIOS Y SUMINISTROS|FALSE
70|SERVICIOS DE CONTRATACION AGRÍCOLA, PESQUERA, FORESTAL Y DE FAUNA|FALSE
71|SERVICIOS DE MINERÍA, PETRÓLEO Y GAS|FALSE
72|SERVICIOS DE EDIFICACIÓN, CONSTRUCCIÓN DE INSTALACIONES Y MANTENIMIENTO|FALSE
73|SERVICIOS DE PRODUCCIÓN INDUSTRIAL Y MANUFACTURA|FALSE
76|SERVICIOS DE LIMPIEZA, DESCONTAMINACIÓN Y TRATAMIENTO DE RESIDUOS|FALSE
77|SERVICIOS MEDIOAMBIENTALES|FALSE
78|SERVICIOS DE TRANSPORTE, ALMACENAJE Y CORREO|FALSE
80|SERVICIOS DE GESTIÓN, SERVICIOS PROFESIONALES DE EMPRESA Y SERVICIOS ADMINISTRATIVOS|FALSE
81|SERVICIOS BASADOS EN INGENIERÍA, INVESTIGACIÓN Y TECNOLOGÍA|FALSE
82|SERVICIOS EDITORIALES, DE DISEÑO, DE ARTES GRAFICAS Y BELLAS ARTES|FALSE
83|SERVICIOS PÚBLICOS Y SERVICIOS RELACIONADOS CON EL SECTOR PÚBLICO|FALSE
84|SERVICIOS FINANCIEROS Y DE SEGUROS|FALSE
85|SERVICIOS DE SALUD|FALSE
86|SERVICIOS EDUCATIVOS Y DE FORMACIÓN|FALSE
90|SERVICIOS DE VIAJES, ALIMENTACIÓN, ALOJAMIENTO Y ENTRETENIMIENTO|FALSE
91|SERVICIOS PERSONALES Y DOMÉSTICOS|FALSE
92|SERVICIOS DE DEFENSA NACIONAL, ORDEN PUBLICO, SEGURIDAD Y VIGILANCIA|FALSE
93|SERVICIOS POLÍTICOS Y DE ASUNTOS CÍVICOS|FALSE
94|ORGANIZACIONES Y CLUBES|FALSE
95|TERRENOS, EDIFICIOS, ESTRUCTURAS Y VÍAS|FALSE
1010|ANIMALES VIVOS|FALSE
1011|PRODUCTOS PARA ANIMALES DOMÉSTICOS|FALSE
1012|COMIDA DE ANIMALES|FALSE
1013|RECIPIENTES Y HÁBITAT PARA ANIMALES|FALSE
1014|PRODUCTOS DE TALABARTERÍA Y ARREO|FALSE
1015|SEMILLAS, BULBOS, PLÁNTULAS Y ESQUEJES|FALSE
1016|PRODUCTOS DE FLORICULTURA Y SILVICULTURA|FALSE
1017|FERTILIZANTES Y NUTRIENTES PARA PLANTAS Y HERBICIDAS|FALSE
1019|PRODUCTOS PARA EL CONTROL DE PLAGAS|FALSE
1020|ROSALES VIVOS|FALSE
1021|PLANTAS VIVAS DE ESPECIES O VARIEDADES DE FLORES ALTAS|FALSE
1022|PLANTAS VIVAS DE ESPECIES O VARIEDADES DE FLORES BAJAS|FALSE
1023|CRISANTEMOS VIVOS|FALSE
1024|CLAVELES VIVOS|FALSE
1025|ORQUÍDEAS VIVAS|FALSE
1030|ROSAS FRESCAS CORTADAS|FALSE
1031|BOUQUETS CORTADOS FRESCOS DE ESPECIES O VARIEDADES DE FLORES ALTAS|FALSE
1032|BOUQUETS CORTADOS FRESCOS DE ESPECIES O VARIEDADES DE FLORES BAJAS|FALSE
1033|CRISANTEMOS CORTADOS FRESCOS|FALSE
1034|BOUQUETS FLORALES CORTADOS FRESCOS|FALSE
1035|CLAVELES CORTADOS FRESCOS|FALSE
1036|ORQUÍDEAS CORTADAS FRESCAS|FALSE
1040|ROSAS CORTADAS SECAS|FALSE
1041|BOUQUETS CORTADOS SECOS DE ESPECIES O VARIEDADES DE FLORES ALTAS|FALSE
1042|BOUQUETS CORTADOS SECOS DE ESPECIES O VARIEDADES DE FLORES BAJAS|FALSE
1043|CRISANTEMOS CORTADOS SECOS|FALSE
1044|CLAVELES CORTADOS SECOS|FALSE
1045|ORQUÍDEAS CORTADAS SECAS|FALSE
1050|FOLLAJE CORTADO FRESCO|FALSE
1110|MINERALES, MINERALES METÁLICOS Y METALES|FALSE
1111|TIERRA Y PIEDRA|FALSE
1112|PRODUCTOS NO COMESTIBLES DE PLANTA Y SILVICULTURA|FALSE
1113|PRODUCTOS ANIMALES NO COMESTIBLES|FALSE
1114|CHATARRA Y MATERIALES DE DESECHO|FALSE
1115|FIBRA, HILOS E HILADOS|FALSE
1116|TEJIDOS Y MATERIALES DE CUERO|FALSE
1117|ALEACIONES|FALSE
1118|ÓXIDO METÁLICO|FALSE
1119|DESECHOS METÁLICOS Y CHATARRA|FALSE
1213|MATERIALES EXPLOSIVOS|FALSE
1214|ELEMENTOS Y GASES|FALSE
1216|ADITIVOS|FALSE
1217|COLORANTES|FALSE
1218|CERAS Y ACEITES|FALSE
1219|SOLVENTES|FALSE
1235|COMPUESTOS Y MEZCLAS|FALSE
1310|CAUCHO Y ELASTÓMEROS|FALSE
1311|RESINAS Y COLOFONIAS Y OTROS MATERIALES DERIVADOS DE RESINA|FALSE
1410|MATERIALES DE PAPEL|FALSE
1411|PRODUCTOS DE PAPEL|FALSE
1412|PAPEL PARA USO INDUSTRIAL|FALSE
1510|COMBUSTIBLES|FALSE
1511|COMBUSTIBLES GASEOSOS Y ADITIVOS|FALSE
1512|LUBRICANTES, ACEITES, GRASAS Y ANTICORROSIVOS|FALSE
1513|COMBUSTIBLE PARA REACTORES NUCLEARES|FALSE
2010|MAQUINARIA Y EQUIPO DE MINERÍA Y EXPLOTACIÓN DE CANTERAS|FALSE
2011|EQUIPO DE PERFORACIÓN Y EXPLOTACIÓN DE POZOS|FALSE
2012|EQUIPO PARA PERFORACIÓN Y EXPLORACIÓN DE PETRÓLEO Y GAS|FALSE
2013|MATERIALES PARA PERFORACIÓN Y OPERACIONES DE PETRÓLEO Y GAS|FALSE
2014|EQUIPO DE PRODUCCIÓN Y OPERACIÓN DE PETRÓLEO Y GAS|FALSE
2110|MAQUINARIA Y EQUIPO PARA AGRICULTURA, SILVICULTURA Y PAISAJISMO|FALSE
2111|EQUIPO DE PESCA Y ACUICULTURA|FALSE
2210|MAQUINARIA Y EQUIPO PESADO DE CONSTRUCCIÓN|FALSE
2310|MAQUINARIA PARA EL PROCESAMIENTO DE MATERIAS PRIMAS|FALSE
2311|MAQUINARIA PARA EL PROCESAMIENTO DE PETRÓLEO|FALSE
2312|MAQUINARIA Y ACCESORIOS DE TEXTILES Y TEJIDOS|FALSE
2313|MAQUINARIA Y EQUIPOS LAPIDARIOS|FALSE
2314|MAQUINARIA DE REPARACIÓN Y ACCESORIOS PARA MARROQUINERÍA|FALSE
2315|MAQUINARIA, EQUIPO Y SUMINISTROS DE PROCESOS INDUSTRIALES|FALSE
2316|MÁQUINAS, EQUIPO Y SUMINISTROS PARA FUNDICIÓN|FALSE
2318|EQUIPO INDUSTRIAL PARA ALIMENTOS Y BEBIDAS|FALSE
2319|MEZCLADORES Y SUS PARTES Y ACCESORIOS|FALSE
2320|EQUIPAMIENTO PARA TRANSFERENCIA DE MASA|FALSE
2321|MAQUINARIA DE FABRICACIÓN ELECTRÓNICA, EQUIPO Y ACCESORIOS|FALSE
2322|EQUIPO Y MAQUINARIA DE PROCESAMIENTO DE POLLOS|FALSE
2323|EQUIPO Y MAQUINARIA DE PROCESAMIENTO DE MADERA Y ASERRADO|FALSE
2324|MAQUINARIA Y ACCESORIOS PARA CORTAR METALES|FALSE
2325|MAQUINARIA Y ACCESORIOS PARA EL FORMADO DE METALES|FALSE
2326|MAQUINARIA Y ACCESORIOS PARA HACER PROTOTIPOS RÁPIDOS|FALSE
2327|MAQUINARIA Y ACCESORIOS Y SUMINISTROS PARA SOLDADURA DE TODAS LAS CLASES|FALSE
2328|MAQUINARIA PARA EL TRATAMIENTO DE METAL|FALSE
2329|HERRAMIENTAS DE MAQUINADO INDUSTRIAL|FALSE
2330|MAQUINARIA Y EQUIPO PARA CABLE|FALSE
2410|MAQUINARIA Y EQUIPO PARA MANEJO DE MATERIALES|FALSE
2411|RECIPIENTES Y ALMACENAMIENTO|FALSE
2412|MATERIALES DE EMPAQUE|FALSE
2413|REFRIGERACIÓN INDUSTRIAL|FALSE
2414|SUMINISTROS DE EMBALAJE|FALSE
2510|VEHÍCULOS DE MOTOR|FALSE
2511|TRANSPORTE MARÍTIMO|FALSE
2512|MAQUINARIA Y EQUIPO PARA FERROCARRIL Y TRANVÍAS|FALSE
2513|AERONAVES|FALSE
2515|NAVES ESPACIALES|FALSE
2516|BICICLETAS NO MOTORIZADAS|FALSE
2517|COMPONENTES Y SISTEMAS DE TRANSPORTE|FALSE
2518|CARROCERÍAS Y REMOLQUES|FALSE
2519|EQUIPO PARA SERVICIOS DE TRANSPORTE|FALSE
2520|SISTEMAS Y COMPONENTES Y EQUIPOS AEROESPACIALES|FALSE
2610|FUENTES DE ENERGÍA|FALSE
2611|BATERÍAS Y GENERADORES Y TRANSMISIÓN DE ENERGÍA CINÉTICA|FALSE
2612|ALAMBRES, CABLES Y ARNESES|FALSE
2613|GENERACIÓN DE ENERGÍA|FALSE
2614|MAQUINARIA Y EQUIPO PARA ENERGÍA ATÓMICA O NUCLEAR|FALSE
2711|HERRAMIENTAS DE MANO|FALSE
2712|MAQUINARIA Y EQUIPO HIDRÁULICO|FALSE
2713|MAQUINARIA Y EQUIPO NEUMÁTICO|FALSE
2714|HERRAMIENTAS ESPECIALIZADAS AUTOMOTRICES|FALSE
3010|COMPONENTES ESTRUCTURALES Y FORMAS BÁSICAS|FALSE
3011|HORMIGÓN, CEMENTO Y YESO|FALSE
3012|CARRETERAS Y PAISAJE|FALSE
3013|PRODUCTOS DE CONSTRUCCIÓN ESTRUCTURALES|FALSE
3014|AISLAMIENTO|FALSE
3015|MATERIALES PARA ACABADO DE EXTERIORES|FALSE
3016|MATERIALES DE ACABADO DE INTERIORES|FALSE
3017|PUERTAS Y VENTANAS Y VIDRIO|FALSE
3018|INSTALACIONES DE PLOMERÍA|FALSE
3019|EQUIPO DE APOYO PARA CONSTRUCCIÓN Y MANTENIMIENTO|FALSE
3024|COMPONENTES DE CONSTRUCCIÓN DE ESTRUCTURA PORTÁTIL|FALSE
3025|ESTRUCTURAS Y MATERIALES DE MINERÍA SUBTERRÁNEA|FALSE
3026|MATERIALES ESTRUCTURALES|FALSE
3110|PIEZAS DE FUNDICIÓN Y ENSAMBLES DE PIEZAS DE FUNDICIÓN|FALSE
3111|EXTRUSIONES|FALSE
3112|PIEZAS FUNDIDAS MAQUINADAS|FALSE
3113|FORJADURAS|FALSE
3114|MOLDURAS|FALSE
3115|CUERDA, CADENA, CABLE, ALAMBRE Y CORREA|FALSE
3116|FERRETERÍA|FALSE
3117|RODAMIENTOS, COJINETES RUEDAS Y ENGRANAJES|FALSE
3118|EMPAQUES, GLÁNDULAS, FUNDAS Y CUBIERTAS|FALSE
3119|MATERIALES DE AFILADO PULIDO Y ALISADO|FALSE
3120|ADHESIVOS Y SELLADORES|FALSE
3121|PINTURAS Y BASES Y ACABADOS|FALSE
3122|EXTRACTOS DE TEÑIR Y DE CURTIR|FALSE
3123|MATERIA PRIMA EN PLACAS O BARRAS LABRADAS|FALSE
3124|ÓPTICA INDUSTRIAL|FALSE
3125|SISTEMAS DE CONTROL NEUMÁTICO, HIDRÁULICO O ELÉCTRICO|FALSE
3126|CUBIERTAS, CAJAS Y ENVOLTURAS|FALSE
3127|PIEZAS HECHAS A MÁQUINA|FALSE
3128|COMPONENTES DE PLACA Y ESTAMPADOS|FALSE
3129|EXTRUSIONES MAQUINADAS|FALSE
3130|FORJAS LABRADAS|FALSE
3131|ENSAMBLES DE TUBERÍA FABRICADA|FALSE
3132|ENSAMBLES FABRICADOS DE MATERIAL EN BARRAS|FALSE
3133|ENSAMBLES ESTRUCTURALES FABRICADOS|FALSE
3134|ENSAMBLES DE LÁMINA FABRICADO|FALSE
3135|ENSAMBLES DE TUBERÍA FABRICADA|FALSE
3136|ENSAMBLES DE PLACA FABRICADOS|FALSE
3137|REFRACTARIOS|FALSE
3138|IMANES Y MATERIALES MAGNÉTICOS|FALSE
3139|MAQUINADOS|FALSE
3140|EMPAQUES|FALSE
3141|SELLOS|FALSE
3142|PARTES SINTERIZADAS|FALSE
3210|CIRCUITOS IMPRESOS, CIRCUITOS INTEGRADOS Y MICRO ENSAMBLAJES|FALSE
3211|DISPOSITIVO SEMICONDUCTOR DISCRETO|FALSE
3212|COMPONENTES PASIVOS DISCRETOS|FALSE
3213|PIEZAS DE COMPONENTES Y HARDWARE ELECTRÓNICOS Y ACCESORIOS|FALSE
3214|DISPOSITIVOS DE TUBO ELECTRÓNICO Y ACCESORIOS|FALSE
3215|DISPOSITIVOS Y COMPONENTES Y ACCESORIOS DE CONTROL DE AUTOMATIZACIÓN|FALSE
3910|LÁMPARAS Y BOMBILLAS Y COMPONENTES PARA LÁMPARAS|FALSE
3911|ILUMINACIÓN, ARTEFACTOS Y ACCESORIOS|FALSE
3912|EQUIPOS, SUMINISTROS Y COMPONENTES ELÉCTRICOS|FALSE
3913|DISPOSITIVOS Y ACCESORIOS Y SUMINISTROS DE MANEJO DE CABLE ELÉCTRICO|FALSE
4010|CALEFACCIÓN, VENTILACIÓN Y CIRCULACIÓN DEL AIRE|FALSE
4014|DISTRIBUCIÓN DE FLUIDOS Y GAS|FALSE
4015|BOMBAS Y COMPRESORES INDUSTRIALES|FALSE
4016|FILTRADO Y PURIFICACIÓN INDUSTRIAL|FALSE
4017|INSTALACIONES DE TUBOS Y ENTUBAMIENTOS|FALSE
4018|INSTALACIONES DE TUBOS Y TUBERÍAS|FALSE
4110|EQUIPO DE LABORATORIO Y CIENTÍFICO|FALSE
4111|INSTRUMENTOS DE MEDIDA, OBSERVACIÓN Y ENSAYO|FALSE
4112|SUMINISTROS Y ACCESORIOS DE LABORATORIO|FALSE
4212|EQUIPOS Y SUMINISTROS VETERINARIOS|FALSE
4213|TELAS Y VESTIDOS MÉDICOS|FALSE
4214|SUMINISTROS, PRODUCTOS DE TRATAMIENTO Y CUIDADO DEL ENFERMO|FALSE
4215|EQUIPOS Y SUMINISTROS DENTALES|FALSE
4216|EQUIPO DE DIÁLISIS Y SUMINISTROS|FALSE
4217|PRODUCTOS PARA LOS SERVICIOS MÉDICOS DE URGENCIAS Y CAMPO|FALSE
4218|PRODUCTOS DE EXAMEN Y CONTROL DEL PACIENTE|FALSE
4219|PRODUCTOS DE CENTRO MÉDICO|FALSE
4220|PRODUCTOS DE HACER IMÁGENES DIAGNÓSTICAS MÉDICAS Y DE MEDICINA NUCLEAR|FALSE
4221|AYUDA PARA PERSONAS CON DESAFÍOS FÍSICOS PARA VIVIR INDEPENDIENTE|FALSE
4222|PRODUCTOS PARA ADMINISTRACIÓN INTRAVENOSA Y ARTERIAL|FALSE
4223|NUTRICIÓN CLÍNICA|FALSE
4224|PRODUCTOS MEDICINALES DE DEPORTES Y ORTOPÉDICOS Y PRÓTESIS|FALSE
4225|PRODUCTOS DE REHABILITACIÓN Y TERAPIA OCUPACIONAL Y FÍSICA|FALSE
4226|EQUIPO Y SUMINISTROS POST MORTEM Y FUNERARIOS|FALSE
4227|PRODUCTOS DE RESUCITACIÓN, ANESTESIA Y RESPIRATORIO|FALSE
4228|PRODUCTOS PARA LA ESTERILIZACIÓN MÉDICA|FALSE
4229|PRODUCTOS QUIRÚRGICOS|FALSE
4230|SUMINISTROS PARA FORMACIÓN Y ESTUDIOS DE MEDICINA|FALSE
4231|PRODUCTOS PARA EL CUIDADO DE HERIDAS|FALSE
4232|IMPLANTES ORTOPÉDICOS QUIRÚRGICOS|FALSE
4319|DISPOSITIVOS DE COMUNICACIONES Y ACCESORIOS|FALSE
4320|COMPONENTES PARA TECNOLOGÍA DE LA INFORMACIÓN, DIFUSIÓN O TELECOMUNICACIONES|FALSE
4321|EQUIPO INFORMÁTICO Y ACCESORIOS|FALSE
4322|EQUIPOS O PLATAFORMAS Y ACCESORIOS DE REDES MULTIMEDIA O DE VOZ Y DATOS|FALSE
4323|SOFTWARE|FALSE
4410|MAQUINARIA, SUMINISTROS Y ACCESORIOS DE OFICINA|FALSE
4411|ACCESORIOS DE OFICINA Y ESCRITORIO|FALSE
4412|SUMINISTROS DE OFICINA|FALSE
4510|EQUIPO DE IMPRENTA Y PUBLICACIÓN|FALSE
4511|EQUIPOS DE AUDIO Y VIDEO PARA PRESENTACIÓN Y COMPOSICIÓN|FALSE
4512|EQUIPO DE VÍDEO, FILMACIÓN O FOTOGRAFÍA|FALSE
4513|MEDIOS FOTOGRÁFICOS Y DE GRABACIÓN|FALSE
4514|SUMINISTROS FOTOGRÁFICOS PARA CINE|FALSE
4610|ARMAS LIGERAS Y MUNICIÓN|FALSE
4611|ARMAS DE GUERRA CONVENCIONALES|FALSE
4612|MISILES|FALSE
4613|COHETES Y SUBSISTEMAS|FALSE
4614|LANZADORES|FALSE
4615|PROTECCIÓN DEL ORDEN PÚBLICO|FALSE
4616|SEGURIDAD Y CONTROL PÚBLICO|FALSE
4617|SEGURIDAD, VIGILANCIA Y DETECCIÓN|FALSE
4618|SEGURIDAD Y PROTECCIÓN PERSONAL|FALSE
4619|PROTECCIÓN CONTRA INCENDIOS|FALSE
4620|EQUIPO DE ENTRENAMIENTO DE SEGURIDAD FÍSICA E INDUSTRIAL, DEFENSA Y ORDEN PÚBLICO|FALSE
4710|TRATAMIENTO, SUMINISTROS Y ELIMINACIÓN DE AGUA Y AGUAS RESIDUALES|FALSE
4711|EQUIPO INDUSTRIAL DE LAVANDERÍA Y LAVADO EN SECO|FALSE
4712|EQUIPO DE ASEO|FALSE
4713|SUMINISTROS DE ASEO Y LIMPIEZA|FALSE
4810|EQUIPOS DE SERVICIOS DE ALIMENTACIÓN PARA INSTITUCIONES|FALSE
4811|MÁQUINAS EXPENDEDORAS|FALSE
4812|EQUIPO DE JUEGO O DE APOSTAR|FALSE
4813|EQUIPO Y MATERIALES FUNERARIOS|FALSE
4910|COLECCIONABLES Y CONDECORACIONES|FALSE
4912|EQUIPOS Y ACCESORIOS PARA ACAMPADA Y EXTERIORES|FALSE
4913|EQUIPOS DE PESCA Y CAZA|FALSE
4914|EQUIPOS PARA DEPORTES ACUÁTICOS|FALSE
4915|EQUIPOS PARA DEPORTES DE INVIERNO|FALSE
4916|EQUIPOS DEPORTIVOS PARA CAMPOS Y CANCHAS|FALSE
4917|EQUIPOS DE GIMNASIA Y BOXEO|FALSE
4918|JUEGOS, EQUIPO DE TIRO Y MESA|FALSE
4920|EQUIPO PARA ENTRENAMIENTO FÍSICO|FALSE
4921|OTROS DEPORTES|FALSE
4922|EQUIPO Y ACCESORIOS PARA DEPORTES|FALSE
4924|EQUIPO DE RECREO, PARQUES INFANTILES Y EQUIPO Y SUMINISTROS DE NATACIÓN Y DE SPA|FALSE
5010|FRUTOS SECOS|FALSE
5011|PRODUCTOS DE CARNE Y AVES DE CORRAL|FALSE
5012|PESCADOS Y MARISCOS|FALSE
5013|PRODUCTOS LÁCTEOS Y HUEVOS|FALSE
5015|ACEITES Y GRASAS COMESTIBLES|FALSE
5016|CHOCOLATES, AZÚCARES, EDULCORANTES Y PRODUCTOS DE CONFITERÍA|FALSE
5017|CONDIMENTOS Y CONSERVANTES|FALSE
5018|PRODUCTOS DE PANADERÍA|FALSE
5019|ALIMENTOS PREPARADOS Y CONSERVADOS|FALSE
5020|BEBIDAS|FALSE
5021|TABACO Y PRODUCTOS DE FUMAR Y SUBSTITUTOS|FALSE
5022|PRODUCTOS DE CEREALES Y LEGUMBRES|FALSE
5030|FRUTA FRESCA|FALSE
5031|FRUTA ORGÁNICA FRESCA|FALSE
5032|FRUTA SECA|FALSE
5033|FRUTA ORGÁNICA SECA|FALSE
5034|FRUTA CONGELADA|FALSE
5035|FRUTA ORGÁNICA CONGELADA|FALSE
5036|FRUTA EN LATA O EN FRASCO|FALSE
5037|FRUTA ORGÁNICA EN LATA O EN FRASCO|FALSE
5038|PURÉ DE FRUTAS|FALSE
5040|VEGETALES FRESCOS|FALSE
5041|VEGETALES ORGÁNICOS FRESCOS|FALSE
5042|VEGETALES SECOS|FALSE
5043|VEGETALES ORGÁNICOS SECOS|FALSE
5044|VEGETALES CONGELADOS|FALSE
5045|VEGETALES ORGÁNICOS CONGELADOS|FALSE
5046|VEGETALES EN LATA O EN FRASCO|FALSE
5047|VEGETALES ORGÁNICOS EN LATA O EN FRASCO|FALSE
5110|MEDICAMENTOS ANTIINFECCIOSOS|FALSE
5111|AGENTES ANTITUMORALES|FALSE
5112|MEDICAMENTOS CARDIOVASCULARES|FALSE
5113|MEDICAMENTOS HEMATÓLOGOS|FALSE
5114|MEDICAMENTOS PARA EL SISTEMA NERVIOSO CENTRAL|FALSE
5115|MEDICAMENTOS PARA EL SISTEMA NERVIOSO AUTÓNOMO|FALSE
5116|MEDICAMENTOS QUE AFECTAN AL SISTEMA RESPIRATORIO|FALSE
5117|MEDICAMENTOS QUE AFECTAN AL SISTEMA GASTROINTESTINAL|FALSE
5118|HORMONAS Y ANTAGONISTAS HORMONALES|FALSE
5119|AGENTES QUE AFECTAN EL AGUA Y LOS ELECTROLITOS|FALSE
5120|MEDICAMENTOS INMUNOMODULADORES|FALSE
5121|CATEGORÍAS DE MEDICAMENTOS VARIOS|FALSE
5124|FÁRMACOS QUE AFECTAN A LOS OÍDOS, LOS OJOS, LA NARIZ Y LA PIEL|FALSE
5125|SUPLEMENTOS ALIMENTICIOS VETERINARIOS|FALSE
5210|REVESTIMIENTOS DE SUELOS|FALSE
5212|ROPA DE CAMA, MANTELERÍAS, PAÑOS DE COCINA Y TOALLAS|FALSE
5213|TRATAMIENTOS DE VENTANAS|FALSE
5214|APARATOS ELECTRODOMÉSTICOS|FALSE
5215|UTENSILIOS DE COCINA DOMÉSTICOS|FALSE
5216|ELECTRÓNICA DE CONSUMO|FALSE
5217|TRATAMIENTOS DE PARED DOMÉSTICA|FALSE
5310|ROPA|FALSE
5311|CALZADO|FALSE
5312|MALETAS, BOLSOS DE MANO, MOCHILAS Y ESTUCHES|FALSE
5313|ARTÍCULOS DE TOCADOR Y CUIDADO PERSONAL|FALSE
5314|FUENTES Y ACCESORIOS DE COSTURA|FALSE
5410|JOYERÍA|FALSE
5411|RELOJES|FALSE
5412|GEMAS|FALSE
5510|MEDIOS IMPRESOS|FALSE
5511|MATERIAL ELECTRÓNICO DE REFERENCIA|FALSE
5512|ETIQUETADO Y ACCESORIOS|FALSE
5610|MUEBLES DE ALOJAMIENTO|FALSE
5611|MUEBLES COMERCIALES E INDUSTRIALES|FALSE
5612|MOBILIARIO INSTITUCIONAL, ESCOLAR Y EDUCATIVO Y ACCESORIOS|FALSE
5613|MUEBLES Y ACCESORIOS PARA MERCHANDISING|FALSE
5614|ADORNOS PARA EL HOGAR|FALSE
6010|MATERIALES DIDÁCTICOS PROFESIONALES Y DE DESARROLLO Y ACCESORIOS Y SUMINISTROS|FALSE
6011|DECORACIONES Y SUMINISTROS DEL AULA|FALSE
6012|EQUIPO, ACCESORIOS Y SUMINISTROS DE ARTE Y MANUALIDADES|FALSE
6013|INSTRUMENTOS MUSICALES, PIEZAS Y ACCESORIOS|FALSE
6014|JUGUETES Y JUEGOS|FALSE
7010|PESQUERÍAS Y ACUICULTURA|FALSE
7011|HORTICULTURA|FALSE
7012|SERVICIOS DE ANIMALES VIVOS|FALSE
7013|PREPARACIÓN, GESTIÓN Y PROTECCIÓN DEL TERRENO Y DEL SUELO|FALSE
7014|PRODUCCIÓN, GESTIÓN Y PROTECCIÓN DE CULTIVOS|FALSE
7015|SILVICULTURA|FALSE
7016|FAUNA Y FLORA SILVESTRES|FALSE
7017|DESARROLLO Y VIGILANCIA DE RECURSOS HIDRÁULICOS|FALSE
7110|SERVICIOS DE MINERÍA|FALSE
7111|SERVICIOS DE PERFORACIÓN Y PROSPECCIÓN PETROLÍFERA Y DE GAS|FALSE
7112|SERVICIOS DE CONSTRUCCIÓN Y PERFORACIÓN DE POZOS|FALSE
7113|SERVICIOS DE AUMENTO DE LA EXTRACCIÓN Y PRODUCCIÓN DE GAS Y PETRÓLEO|FALSE
7114|SERVICIOS DE RESTAURACIÓN Y RECUPERACIÓN DE GAS Y PETRÓLEO|FALSE
